calories,total_fat,saturated_fat,cholesterol,sodium,calcium,fat,name
25,0.1,0,0,18,40,0.1,Biryani Chicken rezala Pineapple raita
17,0.1,0,0,170,70,0.1,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
69,0.1,0,0,20,8,0.1,Vegetable pulao Kadai paneer Cucumber tomato salad
267,3.2,0.8,0,508,133,3.24,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
357,28,18,89,812,731,27.8,Paratha Methi thepla Aloo matar curry
264,21,15,89,917,493,21.28,Radhaballavi Aloo bhaja Tomato khejur chutney
38,0,0,0,1,4,0.04,Chapati Paneer tikka masala Bhindi masala
57,0.1,0,0,4,11,0.1,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
383,1.7,0.3,0,16,23,1.7,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
49,0.6,0,0,6,215,0.64,Biryani Chicken curry Mutton curry
66,0.3,0.1,0,14,14,0.3,Roti Gobi paratha Dum aloo
892,99,82,0,0,1,99.06,Khichdi Begun bhaja Mutton curry
339,2.5,0.5,0,2,34,2.47,Biryani Keema curry Onion raita
358,17,12,1,1070,55,17.05,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
382,4.3,0.5,0,4,14,4.25,Rice Dal lentils Fish curry
25,0.7,0.1,0,27,160,0.66,Roti flatbread Chicken curry Mixed vegetable sabzi
357,0.3,0.1,0,55,65,0.34,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
66,0.4,0.1,0,1,5,0.44,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
101,0.7,0,0,8,49,0.65,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
23,0.4,0.1,0,79,99,0.39,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
884,100,12,0,0,0,100,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
884,100,12,0,0,0,100,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
299,6,1.5,0,483,11,6,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
352,1.1,0.2,0,6,35,1.06,Vegetable pulao Chicken rezala Raita
900,100,30,85,0,0,99.8,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
160,0.3,0.1,0,14,16,0.28,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
28,0.1,0,0,67,30,0.1,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
89,0.3,0.1,0,1,5,0.33,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
43,0.3,0.1,0,8,20,0.26,Mutton biryani Raita Keema matar minced meat with peas
341,0,0,0,0,8,0,Roti Bhindi do pyaza Palak paneer
30,0.7,0.1,0,3,92,0.73,Biryani Kosha Mangsho slow-cooked mutton Egg curry
222,0.7,0.1,0,35,348,0.65,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
257,0.2,0,0,23,31,0.2,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
0,0,0,0,38758,24,0,Chapati Bhindi masala Rajma chawal
360,0.3,0,0,1,0,0.3,Vegetable biryani Rajma curry Boondi raita
900,100,29,102,0,0,99.8,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
270,20,2.9,0,16,372,20.18,Chapati Gobi paratha Dum aloo
21,0.7,0.2,0,80,93,0.7,Khichdi Labra mixed vegetable curry Fish curry
60,0.4,0.1,0,1,11,0.38,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
149,0.5,0.1,0,17,181,0.5,Paratha Baingan masala Rajma chawal
17,0.2,0,0,22,52,0.2,Luchi Chholar dal Alur torkari potato curry
94,1.8,0.3,0,35,118,1.8,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
16,0.2,0,0,80,40,0.17,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
278,2.1,0.4,24,505,13,2.1,Biryani Keema curry Onion raita
342,1.3,0.2,0,17,35,1.33,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
61,0.4,0.1,0,3,17,0.42,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
378,4.2,0.7,0,5,8,4.22,Paratha Baingan bharta Mix vegetable raita
263,21,7.2,70,1245,10,20.68,Luchi Aloo posto Chana masala
884,100,8.2,0,0,0,100,Rice Pabda fish curry Potol bhaja fried pointed gourd
884,100,9.1,0,0,0,100,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
79,0.2,0,0,3,21,0.2,Biryani Chicken rezala Pineapple raita
884,100,7.4,0,0,0,100,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
269,0,0,0,58,13,0,Vegetable pulao Kadai paneer Cucumber tomato salad
40,0.1,0,0,4,23,0.1,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
409,9.7,2.7,0,375,444,9.72,Paratha Methi thepla Aloo matar curry
16,0.6,0.1,0,318,30,0.6,Radhaballavi Aloo bhaja Tomato khejur chutney
900,100,28,100,0,0,99.8,Chapati Paneer tikka masala Bhindi masala
259,3.3,0.6,0,603,73,3.3,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
150,1.8,0,0,12,110,1.8,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
30,0.2,0,0,2,33,0.2,Biryani Chicken curry Mutton curry
224,10,1.5,0,217,8,10,Roti Gobi paratha Dum aloo
57,0.1,0,0,1,9,0.14,Khichdi Begun bhaja Mutton curry
46,0.3,0,0,0,6,0.28,Biryani Keema curry Onion raita
111,2,0.2,0,4,15,2,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
43,0.2,0,0,78,16,0.17,Rice Dal lentils Fish curry
287,6,1.6,51,380,93,6,Roti flatbread Chicken curry Mixed vegetable sabzi
343,3.4,0.7,0,1,18,3.4,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
884,100,49,0,0,0,100,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
882,100,33,100,0,0,99.8,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
336,2.1,0.4,0,5,37,2.09,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
338,1.6,0.2,0,2,24,1.63,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
22,0.7,0,0,4,44,0.7,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
49,0.9,0.1,0,38,150,0.93,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
33,0.2,0,0,7,82,0.19,Vegetable pulao Chicken rezala Raita
112,0.2,0,0,11,43,0.2,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
74,0.3,0.1,0,1,35,0.3,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
109,2.3,0.7,57,82,13,2.31,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
290,0.1,0,0,37,205,0.1,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
426,9.7,2.5,8,227,20,9.7,Mutton biryani Raita Keema matar minced meat with peas
118,0.2,0,0,9,17,0.17,Roti Bhindi do pyaza Palak paneer
884,100,20,0,0,0,100,Biryani Kosha Mangsho slow-cooked mutton Egg curry
266,0,0,0,30,7,0.02,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
88,4.2,2.6,59,54,130,4.19,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
101,0.1,0,0,907,15,0.1,Chapati Bhindi masala Rajma chawal
192,11,2.5,0,9,111,10.8,Vegetable biryani Rajma curry Boondi raita
292,11,2,0,3390,41,10.9,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
304,0,0,0,4,6,0,Chapati Gobi paratha Dum aloo
211,11,1.6,0,7,217,11,Khichdi Labra mixed vegetable curry Fish curry
76,1.7,0.2,0,9,80,1.73,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
371,3.3,1.1,4,1745,143,3.25,Paratha Baingan masala Rajma chawal
902,100,39,95,0,0,100,Luchi Chholar dal Alur torkari potato curry
389,6.9,1.2,0,2,54,6.9,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
198,6,1,0,3728,57,6.01,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
112,0.1,0,0,12,16,0.14,Biryani Keema curry Onion raita
265,4.3,1.6,0,25,1597,4.28,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
74,1.1,0.3,0,9,224,1.1,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
86,1.2,0.2,0,15,2,1.18,Paratha Baingan bharta Mix vegetable raita
340,2.5,0.4,0,2,34,2.5,Luchi Aloo posto Chana masala
175,13,2,11,110,34,13.22,Rice Pabda fish curry Potol bhaja fried pointed gourd
105,2,0.4,53,158,31,2,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
433,14,4.2,2,580,31,14.2,Biryani Chicken rezala Pineapple raita
22,0.4,0.1,0,9,3,0.35,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
117,3.8,1.1,49,65,41,3.79,Vegetable pulao Kadai paneer Cucumber tomato salad
143,9.5,3.1,370,297,56,9.47,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
475,15,2.2,0,1174,20,15.43,Paratha Methi thepla Aloo matar curry
884,100,9,0,0,1,99.98,Radhaballavi Aloo bhaja Tomato khejur chutney
338,1.8,0.3,0,2,35,1.81,Chapati Paneer tikka masala Bhindi masala
373,30,19,105,1131,680,29.98,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
386,18,3.6,249,420,1600,17.9,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
283,20,8.1,97,81,22,19.65,Biryani Chicken curry Mutton curry
477,30,4.4,0,6,364,30.34,Roti Gobi paratha Dum aloo
200,14,3.5,30,653,10,13.52,Khichdi Begun bhaja Mutton curry
336,26,9.3,89,1740,15,25.9,Biryani Keema curry Onion raita
366,1.4,0.4,0,0,10,1.42,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
95,0.2,0.1,2,58,152,0.2,Rice Dal lentils Fish curry
477,20,2,0,571,41,19.6,Roti flatbread Chicken curry Mixed vegetable sabzi
435,13,2.7,4,9,83,12.6,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
130,5.2,1.6,292,77,10,5.18,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
143,6.4,1.5,374,91,22,6.42,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
117,4.3,0.9,23,672,11,4.32,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
85,4.2,0.7,0,33,149,4.19,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
412,16,3.2,16,802,128,16.03,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
526,37,5.2,0,41,159,37.1,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
21,0.3,0,0,397,36,0.27,Vegetable pulao Chicken rezala Raita
158,11,3.6,844,141,64,11.09,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
34,0.3,0.1,0,5,26,0.28,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
213,13,3.7,116,57,17,13,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
48,0,0,0,12,5,0,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
41,0.9,0.7,5,40,130,0.93,Mutton biryani Raita Keema matar minced meat with peas
479,27,18,4,142,64,26.93,Roti Bhindi do pyaza Palak paneer
248,12,3.7,0,685,610,12.22,Biryani Kosha Mangsho slow-cooked mutton Egg curry
90,1.2,0.1,55,539,26,1.18,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
132,0.8,0.1,0,8,9,0.83,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
220,3.4,0.6,3,1615,32,3.39,Chapati Bhindi masala Rajma chawal
51,0.3,0,0,2733,32,0.25,Vegetable biryani Rajma curry Boondi raita
356,0.8,0.1,0,1840,23,0.81,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
418,12,3.3,0,1167,67,11.67,Chapati Gobi paratha Dum aloo
365,10,4.1,20,562,0,10.04,Khichdi Labra mixed vegetable curry Fish curry
308,1.1,0.1,0,5,9,1.09,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
366,30,18,100,1400,800,30,Paratha Baingan masala Rajma chawal
293,4.3,0.6,0,544,95,4.3,Luchi Chholar dal Alur torkari potato curry
164,4.3,1.7,97,73,5,4.26,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
49,0.6,0,0,41,123,0.62,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
474,18,1.9,0,13,100,17.93,Biryani Keema curry Onion raita
367,0.4,0.1,0,638,0,0.4,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
325,24,14,78,1808,661,24.35,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
146,5.9,1.3,45,46,36,5.93,Paratha Baingan bharta Mix vegetable raita
31,0.1,0,0,194,15,0.14,Luchi Aloo posto Chana masala
310,28,12,56,682,12,28.4,Rice Pabda fish curry Potol bhaja fried pointed gourd
180,5.5,3.2,13,115,131,5.46,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
467,18,5.8,0,297,0,18.3,Biryani Chicken rezala Pineapple raita
138,0,0,0,97,149,0,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
176,8.8,2.9,16,350,0,8.8,Vegetable pulao Kadai paneer Cucumber tomato salad
590,50,7.7,0,203,41,49.9,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
884,100,17,0,0,0,100,Paratha Methi thepla Aloo matar curry
112,1.9,0.5,67,118,11,1.93,Radhaballavi Aloo bhaja Tomato khejur chutney
350,8.9,4,1,346,49,8.9,Chapati Paneer tikka masala Bhindi masala
386,5.2,0.8,0,4,14,5.18,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
184,12,2.4,126,51,20,11.66,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
279,4.8,0.1,0,211,1246,4.78,Biryani Chicken curry Mutton curry
371,4.3,1,0,906,32,4.3,Roti Gobi paratha Dum aloo
99,0.5,0.1,0,6,65,0.49,Khichdi Begun bhaja Mutton curry
398,1.7,1.7,0,33,32,1.67,Biryani Keema curry Onion raita
205,14,3.3,70,90,12,13.89,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
497,25,16,0,194,69,24.77,Rice Dal lentils Fish curry
174,13,6,29,828,184,13.29,Roti flatbread Chicken curry Mixed vegetable sabzi
384,4.4,1.2,84,21,35,4.44,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
149,11,3.3,277,145,66,10.98,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
185,13,3.6,852,138,60,13.27,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
281,0.5,0,0,5,63,0.5,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
498,23,7.3,1,343,0,22.9,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
123,3,0.9,58,55,10,2.99,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
317,2.5,0.2,0,3,19,2.5,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
190,7.3,1,0,902,32,7.31,Vegetable pulao Chicken rezala Raita
490,25,4.8,0,231,94,25,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
211,17,3.3,7,667,26,16.7,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
168,4.4,1.4,35,666,44,4.42,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
186,14,3.4,6,373,111,13.83,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
172,7.6,3,103,83,17,7.56,Mutton biryani Raita Keema matar minced meat with peas
146,7.2,2.9,55,70,11,7.21,Roti Bhindi do pyaza Palak paneer
318,5.8,1.4,1,506,41,5.8,Biryani Kosha Mangsho slow-cooked mutton Egg curry
302,20,3.3,44,566,11,19.81,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
63,0.4,0,0,2,55,0.41,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
50,0.1,0,0,1,13,0.12,Chapati Bhindi masala Rajma chawal
96,2.4,0.4,46,85,6,2.39,Vegetable biryani Rajma curry Boondi raita
388,6.3,0.7,0,8,173,6.3,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
0,0,0,0,27360,0,0,Chapati Gobi paratha Dum aloo
24,0.2,0.1,0,8,25,0.23,Khichdi Labra mixed vegetable curry Fish curry
203,2.1,0.3,0,364,265,2.1,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
187,7.2,4.4,28,71,159,7.19,Paratha Baingan masala Rajma chawal
374,2.3,0.3,0,837,43,2.3,Luchi Chholar dal Alur torkari potato curry
390,3.2,0.4,0,598,93,3.2,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
334,0.9,0.1,0,557,40,0.9,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
57,0.1,0,0,1,7,0.12,Biryani Keema curry Onion raita
111,0.8,0,51,173,44,0.82,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
112,0.9,0,53,40,13,0.88,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
650,55,10,0,292,72,54.89,Paratha Baingan bharta Mix vegetable raita
238,19,6.3,59,1240,8,18.8,Luchi Aloo posto Chana masala
81,2.5,1.2,51,41,5,2.52,Rice Pabda fish curry Potol bhaja fried pointed gourd
133,13,1.6,0,21,7,12.75,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
40,0.1,0,0,241,8,0.07,Biryani Chicken rezala Pineapple raita
181,9.3,2.7,71,40,12,9.29,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
884,100,14,0,2,1,100,Vegetable pulao Kadai paneer Cucumber tomato salad
40,0.5,0.1,0,7,14,0.5,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
82,0.2,0,0,11,22,0.21,Paratha Methi thepla Aloo matar curry
158,9,2,60,90,57,9.04,Radhaballavi Aloo bhaja Tomato khejur chutney
272,23,7,83,1120,92,22.73,Chapati Paneer tikka masala Bhindi masala
319,20,3.5,83,1400,47,20.01,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
186,5.9,3.6,13,94,139,5.91,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
139,6.3,1.8,76,59,11,6.3,Biryani Chicken curry Mutton curry
280,5.1,1.3,1,511,301,5.1,Roti Gobi paratha Dum aloo
503,25,9.6,13,458,151,25.3,Khichdi Begun bhaja Mutton curry
196,13,4.2,75,213,5,12.95,Biryani Keema curry Onion raita
51,0.1,0,0,4,8,0.08,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
56,0,0,0,4,4,0,Rice Dal lentils Fish curry
51,0.1,0,0,4,7,0.1,Roti flatbread Chicken curry Mixed vegetable sabzi
508,36,2,0,13,266,36.24,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
144,5,1.8,6,378,57,5,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
362,3.6,0.5,0,35,6,3.59,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
112,2,0.5,55,51,3,1.95,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
258,0.6,0,0,15,280,0.56,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
269,1.9,0,24,429,57,1.9,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
258,1.1,0.3,0,810,67,1.05,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
246,18,8.6,77,187,10,17.57,Vegetable pulao Chicken rezala Raita
79,0.7,0,0,0,30,0.7,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
73,1.9,1.2,10,34,115,1.92,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
63,0.2,0,0,1,7,0.18,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
451,30,19,79,63,800,29.99,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
22,0.4,0.1,0,1430,61,0.4,Mutton biryani Raita Keema matar minced meat with peas
228,5.8,1.2,13,358,84,5.84,Roti Bhindi do pyaza Palak paneer
17,0.3,0,0,8,33,0.3,Biryani Kosha Mangsho slow-cooked mutton Egg curry
438,12,3.8,6,331,0,11.9,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
336,0.7,0.1,0,792,35,0.71,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
398,4,2.4,0,504,133,4,Chapati Bhindi masala Rajma chawal
157,7.1,3.4,80,75,11,7.13,Vegetable biryani Rajma curry Boondi raita
264,22,19,0,62,5,22.3,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
309,20,13,76,628,761,20.41,Chapati Gobi paratha Dum aloo
292,31,19,111,34,69,30.91,Khichdi Labra mixed vegetable curry Fish curry
340,36,23,113,27,66,36.08,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
541,34,3.2,0,310,18,34.08,Paratha Baingan masala Rajma chawal
343,1.6,0.4,0,30,150,1.61,Luchi Chholar dal Alur torkari potato curry
275,3.4,0.5,0,655,74,3.4,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
275,1.2,0.2,0,536,86,1.2,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
198,13,5.3,62,68,12,12.73,Biryani Keema curry Onion raita
396,12,2.9,0,700,36,12,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
480,30,18,0,11,32,30,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
438,18,8.4,23,3202,204,18.33,Paratha Baingan bharta Mix vegetable raita
46,0.1,0,0,2,8,0.13,Luchi Aloo posto Chana masala
145,2.6,1,85,80,6,2.57,Rice Pabda fish curry Potol bhaja fried pointed gourd
404,5.5,1.4,0,604,155,5.5,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
335,3.1,0.7,0,11,41,3.1,Biryani Chicken rezala Pineapple raita
101,0.2,0,0,75,30,0.2,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
158,8.8,3.4,53,916,21,8.75,Vegetable pulao Kadai paneer Cucumber tomato salad
95,1.2,0,47,1010,9,1.16,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
135,3.5,0,67,54,51,3.5,Paratha Methi thepla Aloo matar curry
158,6.3,1.9,77,37,18,6.28,Radhaballavi Aloo bhaja Tomato khejur chutney
367,3.2,0.6,0,5,9,3.2,Chapati Paneer tikka masala Bhindi masala
112,5.2,2.6,38,42,7,5.2,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
884,100,14,0,0,0,100,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
439,22,3.2,0,12,188,21.86,Biryani Chicken curry Mutton curry
162,7.2,1.4,84,63,52,7.17,Roti Gobi paratha Dum aloo
131,4.8,1.3,60,104,147,4.84,Khichdi Begun bhaja Mutton curry
114,2.3,0.7,81,50,12,2.32,Biryani Keema curry Onion raita
188,0,0,0,8068,0,0,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
23,0.7,0.1,0,6,32,0.69,Rice Dal lentils Fish curry
26,0.2,0,0,20,9,0.2,Roti flatbread Chicken curry Mixed vegetable sabzi
104,3.2,1.1,61,56,15,3.17,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
40,0.5,0,0,138,21,0.53,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
72,5,3.3,17,50,133,5,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
47,0.1,0,0,8,8,0.1,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
119,2.7,1.7,11,111,132,2.7,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
39,0.1,0,0,1,9,0.1,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
424,10,1,0,319,32,10,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
92,1,0.1,71,86,60,0.98,Vegetable pulao Chicken rezala Raita
185,14,3.7,884,146,64,13.77,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
333,21,7.3,39,693,224,21.06,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
21,0,0,0,198,8,0,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
351,1.5,0.2,0,2,23,1.5,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
170,4,2,4,24000,60,4,Mutton biryani Raita Keema matar minced meat with peas
108,2.2,1.2,12,97,95,2.15,Roti Bhindi do pyaza Palak paneer
325,0.3,0.1,0,200,7,0.3,Biryani Kosha Mangsho slow-cooked mutton Egg curry
462,21,13,27,122,213,21.19,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
503,52,19,86,89,31,51.6,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
191,5.6,1.5,0,25,36,5.59,Chapati Bhindi masala Rajma chawal
26,0.3,0,0,12,4,0.33,Vegetable biryani Rajma curry Boondi raita
371,3,0.7,0,317,32,3,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
105,6.7,2.2,8,328,126,6.73,Chapati Gobi paratha Dum aloo
29,0.2,0,0,711,30,0.17,Khichdi Labra mixed vegetable curry Fish curry
40,0.4,0,0,9,14,0.44,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
18,0.2,0,0,1,19,0.2,Paratha Baingan masala Rajma chawal
56,0.2,0,0,1,33,0.2,Luchi Chholar dal Alur torkari potato curry
87,1.1,0.2,78,293,89,1.08,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
115,0.1,0,0,18,11,0.07,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
59,0.4,0.1,5,36,110,0.39,Biryani Keema curry Onion raita
